,Word,Counts
3587,plates,5
3588,wires,0
3589,inclosed,8
3590,signets,1
3591,fastened,17
3592,band,13
3593,rend,16
3594,hems,1
3595,tied,3
3596,clothe,14
3597,priesthood,4
3598,reared,9
3599,onward,1
3600,voluntary,4
3601,flay,3
3602,namely,1
3603,turtledoves,0
3604,pigeons,0
3605,wring,3
3606,wrung,4
3607,pluck,29
3608,crop,2
3609,feathers,2
3610,asunder,9
3611,thereout,1
3612,handful,8
3613,oblation,25
3614,oven,3
3615,pan,1
3616,frying,2
3617,No,32
3618,lacking,7
3619,flanks,0
3620,backbone,0
3621,ignorance,9
3622,bullocks,10
3623,somewhat,24
3624,forgiven,33
3625,common,16
3626,swearing,2
3627,utter,43
3628,unclean,113
3629,carcass,23
3630,hidden,16
3631,uncleanness,21
3632,pronouncing,1
3633,pronounce,22
3634,confess,25
3635,estimation,11
3636,amends,1
3637,forbidden,3
3638,erred,7
3639,trespassed,11
3640,fellowship,13
3641,sweareth,10
3642,appertaineth,1
3643,trespassing,2
3644,Command,8
3645,wholly,27
3646,offereth,15
3647,Whatsoever,16
3648,earthen,10
3649,vessel,25
3650,scoured,0
3651,rinsed,3
3652,reconcile,5
3653,thanksgiving,12
3654,fried,0
3655,Besides,1
3656,sprinkleth,2
3657,imputed,7
3658,pertain,6
3659,abominable,19
3660,dieth,20
3661,use,31
3662,oblations,2
3663,purified,9
3664,reconciliation,6
3665,thumbs,3
3666,toes,4
3667,Boil,1
3668,peoples,0
3669,censer,3
3670,glorified,33
3671,uncle,7
3672,Uncover,1
3673,bewail,6
3674,unholy,2
3675,due,25
3676,befallen,7
3677,parteth,3
3678,clovenfooted,0
3679,cheweth,8
3680,cud,1
3681,Nevertheless,66
3682,chew,2
3683,divideth,10
3684,coney,0
3685,hare,0
3686,swine,6
3687,fins,5
3688,scales,6
3689,eagle,10
3690,ossifrage,0
3691,ospray,0
3692,vulture,1
3693,kite,1
3694,owl,4
3695,hawk,3
3696,cuckoo,0
3697,cormorant,2
3698,swan,0
3699,pelican,1
3700,gier,2
3701,stork,1
3702,heron,2
3703,lapwing,0
3704,bat,0
3705,creep,5
3706,flying,9
3707,bald,6
3708,beetle,1
3709,grasshopper,2
3710,beareth,22
3711,paws,0
3712,whoso,23
3713,weasel,0
3714,mouse,0
3715,tortoise,1
3716,ferret,0
3717,chameleon,0
3718,lizard,0
3719,snail,1
3720,mole,0
3721,cleansed,19
3722,whereinto,3
3723,drunk,23
3724,whereupon,9
3725,ranges,1
3726,sowing,2
3727,defile,31
3728,separation,13
3729,infirmity,5
3730,purifying,10
3731,turtles,0
3732,rising,34
3733,scab,3
3734,bright,25
3735,spot,9
3736,leprosy,21
3737,deeper,9
3738,cleansing,3
3739,spreadeth,14
3740,quick,8
3741,wheresoever,8
3742,looketh,31
3743,appeareth,8
3744,reddish,3
3745,burneth,15
3746,inflammation,1
3747,beard,4
3748,yellow,4
3749,scall,7
3750,black,12
3751,shaven,0
3752,shave,11
3753,spots,2
3754,darkish,1
3755,freckled,1
3756,leper,7
3757,lip,1
3758,Unclean,0
3759,woolen,5
3760,warp,1
3761,woof,0
3762,greenish,2
3763,fretting,3
3764,color,1
3765,fret,4
3766,washing,7
3767,spreading,4
3768,cedar,30
3769,running,23
3770,eyebrows,0
3771,deals,12
3772,log,5
3773,pertaineth,7
3774,owneth,2
3775,seemeth,25
3776,walls,43
3777,scraped,2
3778,scrape,3
3779,plaster,3
3780,plastered,0
3781,bathe,18
3782,spit,10
3783,saddle,2
3784,soever,15
3785,rideth,7
3786,copulation,1
3787,attired,0
3788,lots,13
3789,lot,55
3790,scapegoat,2
3791,coals,19
3792,sins,82
3793,reconciling,3
3794,iniquities,29
3795,fit,9
3796,killeth,19
3797,devils,19
3798,hunteth,1
3799,catcheth,3
3800,doings,14
3801,None,11
3802,approach,17
3803,kin,5
3804,uncover,18
3805,kinswoman,0
3806,aunt,0
3807,kinswomen,0
3808,carnally,3
3809,Molech,0
3810,profane,27
3811,mankind,0
3812,womankind,0
3813,confusion,14
3814,Defile,3
3815,vomiteth,1
3816,abominations,44
3817,spue,3
3818,spued,1
3819,customs,4
3820,idols,38
3821,profaned,12
3822,reap,17
3823,gleanings,1
3824,glean,9
3825,grape,5
3826,defraud,2
3827,rob,7
3828,stumblingblock,8
3829,unrighteousness,10
3830,talebearer,5
3831,rebuke,31
3832,avenge,14
3833,grudge,2
3834,gender,2
3835,diverse,8
3836,bondmaid,0
3837,freedom,1
3838,scourged,3
3839,enchantment,1
3840,mar,6
3841,cuttings,2
3842,print,3
3843,marks,2
3844,prostitute,1
3845,whore,7
3846,reverence,9
3847,Regard,1
3848,familiar,17
3849,spirits,18
3850,wizards,1
3851,hoary,3
3852,dwelleth,52
3853,meteyard,0
3854,Just,3
3855,balances,5
3856,weights,2
3857,Again,23
3858,family,63
3859,turneth,31
3860,committeth,17
3861,adulterer,3
3862,adulteress,1
3863,uncovereth,3
3864,uncles,0
3865,manners,4
3866,floweth,12
3867,severed,3
3868,wizard,0
3869,baldness,5
3870,playing,5
3871,profaneth,1
3872,virginity,3
3873,divorced,2
3874,lame,15
3875,flat,2
3876,nose,6
3877,superfluous,2
3878,brokenfooted,0
3879,brokenhanded,0
3880,crookbacked,0
3881,dwarf,0
3882,scurvy,0
3883,scabbed,0
3884,sanctuaries,4
3885,unless,6
3886,unwittingly,1
3887,vows,12
3888,freewill,17
3889,beeves,2
3890,acceptable,18
3891,accomplish,12
3892,Blind,0
3893,maimed,1
3894,wen,0
3895,Either,6
3896,bruised,6
3897,crushed,6
3898,corruption,4
3899,blemishes,1
3900,thenceforth,3
3901,cow,3
3902,Concerning,15
3903,feasts,11
3904,convocations,0
3905,servile,12
3906,parched,8
3907,complete,2
3908,loaves,19
3909,riddance,2
3910,reapest,1
3911,gleaning,5
3912,blowing,4
3913,trumpets,20
3914,ninth,31
3915,celebrate,3
3916,tabernacles,12
3917,solemn,29
3918,Beside,9
3919,boughs,11
3920,willows,4
3921,rejoice,109
3922,Without,6
3923,Israelitish,2
3924,blasphemed,10
3925,Shelomith,4
3926,Dibri,0
3927,blasphemeth,2
3928,Breach,1
3929,prune,2
3930,its,1
3931,accord,10
3932,undressed,0
3933,jubilee,8
3934,fiftieth,4
3935,liberty,16
3936,buyest,2
3937,price,18
3938,fewness,1
3939,safety,4
3940,sojourners,2
3941,grant,17
3942,redemption,16
3943,sale,3
3944,overplus,1
3945,walled,3
3946,suburbs,18
3947,decay,1
3948,relieve,6
3949,compel,4
3950,bondservant,0
3951,bondmaids,0
3952,heathen,54
3953,stock,7
3954,reckon,7
3955,yearly,8
3956,threshing,8
3957,vintage,7
3958,safely,6
3959,chase,6
3960,flight,5
3961,abhor,17
3962,despise,35
3963,consumption,1
3964,ague,0
3965,pursueth,4
3966,punish,31
3967,pride,30
3968,contrary,20
3969,reformed,1
3970,quarrel,4
3971,chastise,10
3972,waste,29
3973,desolation,13
3974,odors,0
3975,astonished,19
3976,enjoy,12
3977,faintness,1
3978,shaken,14
3979,fleeing,3
3980,pine,6
3981,humbled,20
3982,ancestors,0
3983,singular,1
3984,poorer,1
3985,value,4
3986,ability,5
3987,alter,4
3988,valuest,1
3989,estimate,1
3990,homer,5
3991,valued,3
3992,assured,3
3993,devoted,4
3994,estimations,1
3995,devote,1
3996,tithe,12
3997,search,36
3998,polls,0
3999,Elizur,5
4000,Shedeur,0
4001,Shelumiel,5
4002,Zurishaddai,0
4003,Nahshon,7
4004,Nethaneel,8
4005,Zuar,1
4006,Eliab,10
4007,Helon,1
4008,Elishama,10
4009,Ammihud,1
4010,Gamaliel,5
4011,Pedahzur,0
4012,Abidan,5
4013,Gideoni,0
4014,Ahiezer,5
4015,Ammishaddai,0
4016,Pagiel,5
4017,Ocran,0
4018,Eliasaph,6
4019,Deuel,0
4020,Ahira,5
4021,Enan,0
4022,renowned,2
4023,expressed,6
4024,pedigrees,1
4025,Those,19
4026,setteth,22
4027,standard,14
4028,ensign,7
4029,standards,0
4030,hindmost,3
4031,camps,5
4032,ministered,33
4033,Number,3
4034,Shimei,20
4035,Izehar,0
4036,Mahli,2
4037,Libnites,0
4038,Shimites,0
4039,Gershonites,4
4040,Lael,0
4041,Amramites,0
4042,Izeharites,0
4043,Hebronites,1
4044,Uzzielites,0
4045,Kohathites,4
4046,keeping,11
4047,Elizaphan,2
4048,Mahlites,0
4049,Mushites,0
4050,Zuriel,1
4051,Abihail,3
4052,custody,4
4053,serveth,6
4054,apiece,1
4055,poll,2
4056,odd,1
4057,cloth,13
4058,ministry,7
4059,censers,3
4060,Cut,3
4061,appointment,4
4062,entereth,19
4063,recompense,23
4064,kinsman,9
4065,recompensed,10
4066,close,9
4067,jealousy,20
4068,causeth,31
4069,lain,5
4070,cursing,5
4071,rot,0
4072,swell,0
4073,Amen,1
4074,amen,0
4075,curses,8
4076,jealousies,0
4077,Nazarite,6
4078,vinegar,5
4079,liquor,1
4080,moist,1
4081,kernels,1
4082,husk,1
4083,razor,5
4084,separateth,5
4085,locks,11
4086,suddenly,26
4087,shine,21
4088,fully,12
4089,wagon,1
4090,belonging,5
4091,dedicating,2
4092,charger,5
4093,bowl,16
4094,spoon,12
4095,eleventh,17
4096,twelfth,18
4097,dedication,8
4098,chargers,2
4099,Each,1
4100,weighing,2
4101,lightest,1
4102,Sprinkle,1
4103,belongeth,18
4104,waiting,8
4105,rites,1
4106,ceremonies,1
4107,forbeareth,1
4108,appearance,20
4109,alway,11
4110,remaining,7
4111,calling,17
4112,journeying,3
4113,assemble,13
4114,alarm,7
4115,oppresseth,5
4116,gladness,18
4117,beginnings,3
4118,rearward,4
4119,journeyings,2
4120,Hobab,1
4121,Raguel,1
4122,Midianite,0
4123,Leave,3
4124,forasmuch,20
4125,resting,4
4126,complained,0
4127,quenched,3
4128,Taberah,0
4129,lusting,0
4130,cucumbers,0
4131,melons,0
4132,leeks,0
4133,onions,0
4134,garlic,0
4135,mills,0
4136,fresh,3
4137,layest,2
4138,Carry,5
4139,nursing,2
4140,sucking,5
4141,wretchedness,0
4142,talk,21
4143,loathsome,2
4144,footmen,3
4145,suffice,6
4146,short,8
4147,prophesied,37
4148,Eldad,1
4149,Medad,1
4150,prophesy,55
4151,Enviest,1
4152,prophets,109
4153,homers,0
4154,chewed,0
4155,Kibrothhattaavah,1
4156,lusted,2
4157,Hazeroth,0
4158,Ethiopian,4
4159,Hath,25
4160,meek,10
4161,faithful,60
4162,apparently,0
4163,speeches,4
4164,similitude,10
4165,Alas,2
4166,Heal,3
4167,Shammua,1
4168,Zaccur,1
4169,Shaphat,5
4170,Caleb,27
4171,Jephunneh,6
4172,Igal,2
4173,Oshea,2
4174,Palti,1
4175,Raphu,0
4176,Gaddiel,1
4177,Sodi,0
4178,Gaddi,1
4179,Susi,0
4180,Ammiel,3
4181,Gemalli,0
4182,Sethur,1
4183,Michael,4
4184,Nahbi,1
4185,Vophsi,0
4186,Geuel,1
4187,Machi,0
4188,spy,12
4189,Jehoshua,0
4190,weak,21
4191,holds,9
4192,courage,2
4193,Zin,4
4194,Rehob,2
4195,Hamath,11
4196,Ahiman,0
4197,Sheshai,0
4198,Talmai,2
4199,Anak,1
4200,Zoan,3
4201,cluster,4
4202,figs,5
4203,searching,4
4204,stilled,2
4205,stature,6
4206,grasshoppers,3
4207,rebel,11
4208,defense,2
4209,disinherit,1
4210,standeth,26
4211,clearing,2
4212,Pardon,0
4213,pardoned,1
4214,miracles,16
4215,provoked,31
4216,Tomorrow,1
4217,Doubtless,2
4218,whoredoms,17
4219,wasted,11
4220,promise,30
4221,slander,2
4222,sayings,16
4223,transgress,8
4224,presumed,1
4225,Hormah,0
4226,performing,2
4227,preparest,3
4228,henceforward,2
4229,sinneth,13
4230,ignorantly,2
4231,reproacheth,7
4232,sticks,3
4233,bid,16
4234,fringes,2
4235,fringe,1
4236,ribband,1
4237,Dathan,7
4238,Abiram,2
4239,Peleth,0
4240,famous,10
4241,choose,37
4242,Seemeth,3
4243,vineyards,12
4244,Respect,1
4245,Separate,2
4246,visitation,7
4247,swallow,22
4248,appertain,1
4249,appertained,3
4250,perished,15
4251,begun,9
4252,blossom,4
4253,buds,0
4254,bloomed,1
4255,rebels,0
4256,dying,2
4257,everything,2
4258,render,28
4259,Among,13
4260,reckoned,20
4261,fulness,24
4262,winepress,8
4263,pollute,11
4264,directly,2
4265,purification,5
4266,gathereth,16
4267,purify,13
4268,purifieth,2
4269,vines,8
4270,vexed,16
4271,passage,3
4272,Hor,4
4273,strip,7
4274,Arad,2
4275,discouraged,3
4276,loatheth,2
4277,fiery,20
4278,bit,3
4279,pole,0
4280,bitten,1
4281,Oboth,0
4282,Ijeabarim,0
4283,sunrising,2
4284,Zared,0
4285,Arnon,8
4286,wars,10
4287,brooks,9
4288,stream,9
4289,Ar,3
4290,Beer,0
4291,Spring,1
4292,direction,1
4293,Mattanah,1
4294,Nahaliel,1
4295,Bamoth,1
4296,Pisgah,0
4297,Jeshimon,0
4298,Sihon,31
4299,Jahaz,0
4300,possessed,36
4301,Heshbon,13
4302,proverbs,5
4303,Woe,75
4304,undone,1
4305,Chemosh,5
4306,captivity,62
4307,Dibon,0
4308,Nophah,0
4309,reacheth,13
4310,Medeba,1
4311,Jaazer,0
4312,Bashan,14
4313,Og,19
4314,Edrei,0
4315,Jericho,17
4316,Balak,25
4317,Zippor,2
4318,lick,5
4319,licketh,1
4320,Balaam,35
4321,Pethor,1
4322,blessest,2
4323,cursest,1
4324,rewards,4
4325,divination,7
4326,Lodge,2
4327,hinder,15
4328,promote,5
4329,riding,10
4330,drawn,24
4331,Balaams,0
4332,further,11
4333,narrow,9
4334,ridden,1
4335,withstand,8
4336,perverse,18
4337,stoodest,3
4338,Did,29
4339,earnestly,14
4340,Kirjathhuzoth,0
4341,Baal,16
4342,Build,5
4343,parable,28
4344,defy,4
4345,defied,4
4346,rocks,8
4347,Must,1
4348,Zophim,0
4349,reverse,2
4350,perverseness,3
4351,unicorn,2
4352,Told,1
4353,Peor,1
4354,abiding,8
4355,falling,11
4356,trance,1
4357,valleys,12
4358,gardens,5
4359,lign,1
4360,aloes,1
4361,buckets,0
4362,higher,17
4363,Agag,4
4364,exalted,34
4365,pierce,4
4366,arrows,25
4367,stir,19
4368,Balaks,0
4369,advertise,2
4370,High,12
4371,Star,1
4372,Sceptre,1
4373,Sheth,0
4374,valiantly,1
4375,Strong,1
4376,puttest,7
4377,nest,10
4378,Kenite,2
4379,Chittim,2
4380,Shittim,2
4381,Baalpeor,0
4382,Midianitish,3
4383,weeping,27
4384,javelin,5
4385,zealous,8
4386,Israelite,2
4387,Zimri,8
4388,Salu,0
4389,Simeonites,0
4390,Cozbi,0
4391,Zur,0
4392,Vex,1
4393,wiles,1
4394,Peors,0
4395,Hanochites,0
4396,Palluites,0
4397,Hezronites,0
4398,Carmites,0
4399,Reubenites,4
4400,Nemuel,0
4401,Nemuelites,0
4402,Jaminites,0
4403,Jachinites,0
4404,Zarhites,1
4405,Shaulites,0
4406,Zephon,0
4407,Zephonites,0
4408,Haggites,0
4409,Shunites,0
4410,Ozni,0
4411,Oznites,0
4412,Erites,0
4413,Arod,0
4414,Arodites,0
4415,Arelites,0
4416,Shelanites,0
4417,Pharzites,0
4418,Hamulites,0
4419,Tolaites,0
4420,Pua,0
4421,Punites,0
4422,Jashub,0
4423,Jashubites,0
4424,Shimronites,0
4425,Sardites,0
4426,Elonites,0
4427,Jahleelites,0
4428,Zebulunites,1
4429,Machirites,0
4430,Gileadites,2
4431,Jeezer,0
4432,Jeezerites,0
4433,Helek,0
4434,Helekites,0
4435,Asriel,0
4436,Asrielites,0
4437,Shechemites,0
4438,Shemida,0
4439,Shemidaites,0
4440,Hepher,2
4441,Hepherites,0
4442,Zelophehad,4
4443,Mahlah,0
4444,Hoglah,0
4445,Tirzah,0
4446,Shuthelah,1
4447,Shuthalhites,0
4448,Bachrites,0
4449,Tahan,1
4450,Tahanites,0
4451,Eran,0
4452,Eranites,0
4453,Belaites,0
4454,Ashbelites,0
4455,Ahiram,0
4456,Ahiramites,0
4457,Shupham,0
4458,Shuphamites,0
4459,Hupham,0
4460,Huphamites,0
4461,Ardites,0
4462,Naamites,0
4463,Shuham,0
4464,Shuhamites,0
4465,Jimna,0
4466,Jimnites,0
4467,Jesui,0
4468,Jesuites,0
4469,Beriites,0
4470,Heberites,0
4471,Malchielites,0
4472,Jahzeelites,0
4473,Gunites,0
4474,Jezerites,0
4475,Shillemites,0
4476,Merarites,0
4477,Korathites,0
4478,Amrams,0
4479,Abarim,0
4480,ordained,31
4481,several,12
4482,bond,14
4483,disallow,1
4484,bonds,9
4485,disallowed,4
4486,uttered,12
4487,effect,6
4488,husbands,6
4489,proceeded,8
4490,establisheth,3
4491,confirmeth,3
4492,Avenge,2
4493,Arm,1
4494,warred,5
4495,Evi,0
4496,Rekem,1
4497,Reba,0
4498,tin,0
4499,abideth,27
4500,levy,4
4501,booty,0
4502,pertained,16
4503,lacketh,5
4504,Jazer,4
4505,Ataroth,0
4506,Nimrah,0
4507,Elealeh,0
4508,Shebam,0
4509,Nebo,2
4510,Beon,0
4511,discourage,1
4512,Kadeshbarnea,3
4513,Kenezite,2
4514,sinful,7
4515,augment,1
4516,sheepfolds,1
4517,fenced,36
4518,inherited,6
4519,subdued,15
4520,folds,3
4521,Aroer,3
4522,Atroth,0
4523,Shophan,0
4524,Jogbehah,0
4525,Bethnimrah,0
4526,Bethharan,0
4527,Kirjathaim,1
4528,Baalmeon,0
4529,Shibmah,0
4530,dispossessed,2
4531,Jair,5
4532,Havothjair,1
4533,Nobah,2
4534,Kenath,0
4535,goings,19
4536,executed,18
4537,Dophkah,0
4538,Alush,0
4539,Rithmah,0
4540,Rimmonparez,0
4541,Libnah,4
4542,Rissah,0
4543,Kehelathah,0
4544,Shapher,0
4545,Haradah,0
4546,Makheloth,0
4547,Tahath,2
4548,Tarah,0
4549,Mithcah,0
4550,Hashmonah,0
4551,Moseroth,0
4552,Benejaakan,0
4553,Horhagidgad,0
4554,Jotbathah,0
4555,Ebronah,0
4556,Eziongaber,0
4557,fortieth,4
4558,Zalmonah,0
4559,Punon,0
4560,Iim,0
4561,Dibongad,0
4562,Almondiblathaim,0
4563,Bethjesimoth,1
4564,Abelshittim,1
4565,pictures,1
4566,dispossess,2
4567,fewer,1
4568,pricks,1
4569,ascent,4
4570,Akrabbim,0
4571,Hazaraddar,0
4572,Azmon,1
4573,western,1
4574,entrance,11
4575,Zedad,0
4576,Ziphron,0
4577,Hazarenan,1
4578,Shepham,1
4579,Riblah,6
4580,Ain,1
4581,descend,8
4582,Chinnereth,3
4583,Shemuel,1
4584,Elidad,1
4585,Chislon,0
4586,Bukki,3
4587,Jogli,0
4588,Hanniel,1
4589,Ephod,0
4590,Shiphtan,0
4591,Parnach,0
4592,Paltiel,1
4593,Azzan,0
4594,Ahihud,1
4595,Shelomi,0
4596,Pedahel,1
4597,outward,13
4598,refuge,21
4599,manslayer,1
4600,inheriteth,0
4601,slayer,10
4602,avenger,6
4603,instrument,6
4604,murderer,9
4605,throwing,1
4606,weapon,5
4607,revenger,6
4608,hatred,8
4609,hurl,1
4610,laying,11
4611,witnesses,22
4612,testify,28
4613,satisfaction,2
4614,inhabit,7
4615,whereunto,20
4616,possesseth,1
4617,Tophel,0
4618,Dizahab,0
4619,Astaroth,1
4620,Lebanon,25
4621,cumbrance,0
4622,righteously,1
4623,Whither,17
4624,taller,1
4625,Anakims,4
4626,Dread,1
4627,trodden,24
4628,encourage,4
4629,chased,13
4630,bees,2
4631,Meddle,1
4632,lacked,9
4633,Elath,1
4634,Distress,1
4635,contend,14
4636,Emims,1
4637,tall,2
4638,accounted,12
4639,Horims,2
4640,beforetime,5
4641,succeeded,3
4642,Zered,0
4643,meddle,5
4644,Ammonites,6
4645,Zamzummims,0
4646,Avims,1
4647,Hazerim,0
4648,Azzah,0
4649,Caphtorims,0
4650,Caphtor,0
4651,tremble,14
4652,Kedemoth,3
4653,obstinate,0
4654,forbade,1
4655,region,14
4656,Argob,2
4657,unwalled,3
4658,destroying,12
4659,Hermon,4
4660,Sidonians,2
4661,Sirion,1
4662,Shenir,1
4663,Salchah,1
4664,bedstead,1
4665,Rabbath,2
4666,Gadites,3
4667,Geshuri,1
4668,Maachathi,0
4669,Bashanhavothjair,0
4670,Ashdothpisgah,1
4671,Thine,21
4672,kingdoms,38
4673,passest,4
4674,GOD,51
4675,strengthen,29
4676,Bethpeor,0
4677,taught,67
4678,Specially,1
4679,learn,28
4680,clouds,30
4681,figure,5
4682,flieth,3
4683,Furthermore,9
4684,consuming,3
4685,prolong,14
4686,tribulation,6
4687,forsake,54
4688,assayed,4
4689,temptations,2
4690,terrors,9
4691,mightest,18
4692,instruct,9
4693,heardest,12
4694,Namely,0
4695,Bezer,4
4696,Ramoth,6
4697,Golan,4
4698,Manassites,0
4699,testimonies,10
4700,Sion,3
4701,springs,10
4702,prolonged,2
4703,added,14
4704,mightily,8
4705,walkest,7
4706,risest,2
4707,buildedst,1
4708,filledst,2
4709,diggedst,1
4710,plantedst,2
4711,beware,10
4712,special,2
4713,fewest,1
4714,repayeth,1
4715,slack,6
4716,repay,6
4717,pity,17
4718,hornet,2
4719,affrighted,2
4720,destruction,38
4721,snared,7
4722,detest,1
4723,knewest,10
4724,chasteneth,3
4725,spring,17
4726,scarceness,0
4727,scorpions,1
4728,flint,2
4729,destroyeth,8
4730,Understand,2
4731,uprightness,9
4732,provokedst,1
4733,rebellious,29
4734,displeasure,0
4735,stamped,9
4736,stubbornness,2
4737,Beeroth,2
4738,Jaakan,1
4739,Mosera,0
4740,Gudgodah,1
4741,Jotbath,0
4742,Circumcise,2
4743,regardeth,12
4744,Love,7
4745,chastisement,3
4746,acts,56
4747,overflow,10
4748,sowedst,1
4749,wateredst,1
4750,careth,6
4751,soles,7
4752,tread,33
4753,Gerizim,1
4754,champaign,1
4755,Gilgal,6
4756,hew,6
4757,lusteth,6
4758,roebuck,1
4759,hart,4
4760,vowest,1
4761,livest,2
4762,alike,5
4763,succeedest,2
4764,dwellest,18
4765,wonder,8
4766,proveth,1
4767,Certain,1
4768,Belial,3
4769,withdrawn,6
4770,whit,2
4771,fierceness,12
4772,fallow,3
4773,deer,0
4774,pygarg,0
4775,chamois,0
4776,cleaveth,13
4777,claws,1
4778,cloven,2
4779,glede,0
4780,desireth,9
4781,release,14
4782,creditor,3
4783,lendeth,2
4784,exact,7
4785,carefully,3
4786,wide,13
4787,need,38
4788,wanteth,6
4789,givest,12
4790,needy,15
4791,sendest,6
4792,furnish,4
4793,liberally,1
4794,sacrificedst,1
4795,beginnest,1
4796,sickle,5
4797,Judges,1
4798,pervert,9
4799,evilfavouredness,0
4800,transgressing,2
4801,inquired,21
4802,plea,1
4803,stroke,7
4804,controversy,12
4805,sentence,9
4806,inform,1
4807,copy,9
4808,cheeks,3
4809,maw,0
4810,firstfruit,2
4811,fleece,5
4812,portions,10
4813,patrimony,0
4814,useth,7
4815,observer,1
4816,enchanter,0
4817,charmer,0
4818,consulter,1
4819,necromancer,0
4820,observers,1
4821,diviners,3
4822,Prophet,3
4823,desiredst,2
4824,presume,2
4825,fetcheth,1
4826,axe,9
4827,slippeth,1
4828,helve,0
4829,whereas,23
4830,inasmuch,7
4831,mortally,1
4832,fleeth,6
4833,guilt,2
4834,,1
4835,landmark,0
4836,diligent,14
4837,inquisition,2
4838,terrified,3
4839,dedicated,15
4840,dedicate,4
4841,fainthearted,1
4842,brethrens,0
4843,tributaries,2
4844,besiege,9
4845,breatheth,0
4846,forcing,2
4847,employ,1
4848,siege,12
4849,bulwarks,2
4850,rough,7
4851,eared,1
4852,heifers,0
4853,tried,11
4854,beheaded,5
4855,pare,1
4856,nails,6
4857,merchandise,12
4858,beloved,56
4859,hers,2
4860,acknowledge,15
4861,stubborn,4
4862,chastened,7
4863,glutton,1
4864,drunkard,1
4865,accursed,9
4866,chance,6
4867,eggs,3
4868,sitting,37
4869,buildest,5
4870,battlement,1
4871,divers,33
4872,seeds,2
4873,plow,6
4874,sorts,5
4875,vesture,6
4876,coverest,2
4877,occasions,3
4878,tokens,5
4879,amerce,1
4880,riseth,12
4881,discover,12
4882,skirt,7
4883,wounded,26
4884,privy,4
4885,member,2
4886,bastard,2
4887,Ammonite,5
4888,Moabite,2
4889,prosperity,11
4890,Edomite,2
4891,chanceth,1
4892,paddle,1
4893,ease,9
4894,liketh,3
4895,sodomite,1
4896,settest,7
4897,bill,5
4898,divorcement,0
4899,sendeth,15
4900,Her,18
4901,cheer,2
4902,millstone,7
4903,stealing,1
4904,cuttest,1
4905,forgot,1
4906,beatest,2
4907,gatherest,1
4908,Forty,5
4909,stripes,10
4910,exceed,2
4911,vile,13
4912,muzzle,3
4913,treadeth,10
4914,succeed,1
4915,shoe,5
4916,draweth,12
4917,secrets,5
4918,bag,6
4919,lengthened,1
4920,unrighteously,0
4921,possessest,1
4922,profess,3
4923,populous,1
4924,outstretched,3
4925,terribleness,1
4926,tithing,1
4927,transgressed,31
4928,avouched,2
4929,craftsman,0
4930,removeth,5
4931,vexation,12
4932,forsaken,61
4933,fever,4
4934,extreme,1
4935,blasting,2
4936,mildew,1
4937,fray,3
4938,botch,2
4939,emerods,2
4940,itch,0
4941,madness,3
4942,astonishment,6
4943,grope,4
4944,noonday,1
4945,gropeth,1
4946,oppressed,26
4947,evermore,1
4948,betroth,3
4949,rescue,3
4950,longing,3
4951,mad,8
4952,proverb,11
4953,byword,4
4954,low,22
4955,hearkenedst,1
4956,servedst,1
4957,joyfulness,0
4958,abundance,34
4959,want,23
4960,swift,16
4961,trustedst,0
4962,straitness,0
4963,delicate,3
4964,adventure,2
4965,delicateness,1
4966,tenderness,0
4967,THY,2
4968,wonderful,17
4969,continuance,2
4970,sicknesses,1
4971,failing,2
4972,assurance,6
4973,bondwomen,1
4974,perceive,17
4975,hewer,1
4976,drawer,1
4977,root,34
4978,gall,8
4979,wormwood,1
4980,drunkenness,2
4981,meaneth,6
4982,rooted,7
4983,indignation,21
4984,revealed,24
4985,persecuted,16
4986,denounce,1
4987,dismayed,12
4988,solemnity,2
4989,hearing,23
4990,evils,7
4991,troubles,4
4992,rebellion,6
4993,stiff,2
4994,doctrine,20
4995,drop,14
4996,distil,2
4997,showers,7
4998,publish,13
4999,ascribe,2
5000,Rock,5
5001,crooked,11
5002,foolish,40
5003,unwise,1
5004,Most,3
5005,howling,5
5006,instructed,14
5007,apple,8
5008,stirreth,8
5009,fluttereth,1
5010,flinty,1
5011,Butter,2
5012,Jeshurun,1
5013,kicked,0
5014,forsook,24
5015,esteemed,9
5016,newly,2
5017,unmindful,0
5018,provoking,6
5019,froward,18
5020,faith,126
5021,vanities,3
5022,lowest,11
5023,hell,21
5024,foundations,28
5025,mischiefs,2
5026,spend,7
5027,poison,7
5028,suckling,1
5029,Were,5
5030,behave,6
5031,strangely,0
5032,dragons,4
5033,venom,1
5034,asps,2
5035,sealed,22
5036,treasures,35
5037,recompence,13
5038,slide,1
5039,calamity,9
5040,trusted,24
5041,protection,0
5042,heal,33
5043,whet,4
5044,glittering,5
5045,revenges,1
5046,Rejoice,17
5047,Hoshea,9
5048,MeribahKadesh,0
5049,shined,6
5050,saints,37
5051,coucheth,1
5052,ancient,21
5053,lasting,1
5054,unicorns,1
5055,enlargeth,3
5056,teareth,6
5057,provided,8
5058,seated,0
5059,sky,4
5060,eternal,41
5061,Destroy,7
5062,liars,1
5063,natural,11
5064,courageous,2
5065,whithersoever,27
5066,success,0
5067,Prepare,12
5068,valor,5
5069,commandest,3
5070,view,4
5071,harlots,3
5072,Rahab,6
5073,shutting,1
5074,stalks,1
5075,fords,2
5076,cord,5
5077,town,9
5078,pursuers,2
5079,line,18
5080,doors,52
