,Word,Counts
7189,persuadeth,2
7190,Arpad,0
7191,Hena,0
7192,Ivah,0
7193,Answer,4
7194,Isaiah,25
7195,Amoz,6
7196,blasphemy,3
7197,reprove,16
7198,rumor,0
7199,warring,3
7200,Tirhakah,2
7201,Rezeph,0
7202,Thelasar,0
7203,scorn,6
7204,reproached,13
7205,Holy,138
7206,lodgings,1
7207,ruinous,3
7208,confounded,20
7209,hook,3
7210,bridle,6
7211,downward,1
7212,Assyrians,5
7213,corpses,0
7214,worshipping,5
7215,Nisroch,2
7216,Sharezer,2
7217,Armenia,0
7218,Esarhaddon,3
7219,afore,7
7220,tears,15
7221,lump,4
7222,degrees,2
7223,dial,2
7224,Berodachbaladan,0
7225,Baladan,0
7226,Good,7
7227,Hephzibah,0
7228,courts,16
7229,seduced,3
7230,plummet,2
7231,wipe,8
7232,wipeth,2
7233,wiping,1
7234,turning,17
7235,upside,5
7236,Uzza,3
7237,Meshullemeth,0
7238,Haruz,1
7239,Jotbah,0
7240,Jedidah,0
7241,Adaiah,3
7242,Boscath,0
7243,Shaphan,14
7244,Azaliah,0
7245,Meshullam,6
7246,doers,4
7247,reckoning,1
7248,Ahikam,14
7249,Michaiah,3
7250,Asahiah,1
7251,Huldah,2
7252,Tikvah,1
7253,Harhas,0
7254,wardrobe,0
7255,college,0
7256,idolatrous,1
7257,planets,0
7258,wove,1
7259,Topheth,0
7260,Nathanmelech,1
7261,chamberlain,2
7262,title,2
7263,holden,11
7264,workers,25
7265,provocations,1
7266,Pharaohnechoh,3
7267,Hamutal,1
7268,Jeremiah,96
7269,Jehoiakim,30
7270,taxed,2
7271,taxation,0
7272,Zebudah,0
7273,Pedaiah,3
7274,Rumah,0
7275,Nebuchadnezzar,49
7276,Jehoiachin,8
7277,Nehushta,0
7278,Elnathan,4
7279,craftsmen,3
7280,smiths,1
7281,poorest,1
7282,apt,4
7283,Mattaniah,3
7284,forts,5
7285,nineteenth,4
7286,Nebuzaradan,13
7287,vinedressers,2
7288,husbandmen,7
7289,Zephaniah,7
7290,mustered,2
7291,Gedaliah,22
7292,Nethaniah,9
7293,Johanan,21
7294,Careah,0
7295,Tanhumeth,1
7296,Jaazaniah,4
7297,Evilmerodach,2
7298,allowance,1
7299,Enosh,0
7300,Kenan,0
7301,Jered,1
7302,Henoch,0
7303,Ashchenaz,0
7304,Sabta,0
7305,Sabtecha,0
7306,Caphthorim,0
7307,Girgashite,0
7308,Nebaioth,1
7309,Abida,0
7310,Zephi,0
7311,Ezar,0
7312,Homam,0
7313,Alian,0
7314,Shephi,0
7315,Zavan,0
7316,Jakan,0
7317,Temanites,1
7318,Pai,0
7319,Aliah,0
7320,Shua,2
7321,Canaanitess,0
7322,Calcol,0
7323,Dara,0
7324,Achar,0
7325,troubler,1
7326,Jerahmeel,5
7327,Chelubai,0
7328,Salma,2
7329,Shimma,1
7330,Raddai,1
7331,Ozem,1
7332,Ishmeelite,0
7333,Jerioth,0
7334,Jesher,0
7335,Ardon,0
7336,Calebephratah,0
7337,Hezrons,0
7338,Ashur,2
7339,Tekoa,1
7340,Bunah,0
7341,Oren,0
7342,Atarah,0
7343,Maaz,0
7344,Eker,0
7345,Shammai,1
7346,Jada,1
7347,Abishur,1
7348,Ahban,0
7349,Molid,0
7350,Seled,1
7351,Appaim,0
7352,Ishi,1
7353,Sheshan,2
7354,Ahlai,0
7355,Zaza,0
7356,Jarha,1
7357,Attai,2
7358,Zabad,4
7359,Ephlal,1
7360,Eleasah,3
7361,Sisamai,1
7362,Jekamiah,1
7363,Raham,0
7364,Jorkoam,0
7365,Moza,2
7366,Gazez,0
7367,Jahdai,0
7368,Regem,0
7369,Gesham,0
7370,Pelet,0
7371,Shaaph,1
7372,Sheber,0
7373,Tirhanah,0
7374,Machbenah,0
7375,Gibea,0
7376,Achsa,0
7377,Hareph,1
7378,Bethgader,0
7379,Haroeh,0
7380,Manahethites,0
7381,Ithrites,0
7382,Puhites,0
7383,Shumathites,0
7384,Mishraites,0
7385,Zareathites,0
7386,Eshtaulites,0
7387,Netophathites,0
7388,Zorites,0
7389,Jabez,2
7390,Tirathites,0
7391,Shimeathites,0
7392,Suchathites,0
7393,Hemath,1
7394,Daniel,43
7395,Shimea,2
7396,Bathshua,1
7397,Nogah,0
7398,Abia,2
7399,Jeconiah,6
7400,Salathiel,2
7401,Malchiram,1
7402,Shenazar,0
7403,Jecamiah,0
7404,Hoshama,0
7405,Nedabiah,0
7406,Zerubbabel,11
7407,Hananiah,10
7408,Hashubah,0
7409,Ohel,0
7410,Berechiah,4
7411,Hasadiah,0
7412,Jushabhesed,0
7413,Pelatiah,2
7414,Jesaiah,0
7415,Rephaiah,2
7416,Arnan,0
7417,Shechaniah,2
7418,Hattush,1
7419,Igeal,0
7420,Bariah,0
7421,Neariah,0
7422,Elioenai,2
7423,Azrikam,1
7424,Hodaiah,0
7425,Eliashib,7
7426,Pelaiah,0
7427,Akkub,0
7428,Dalaiah,0
7429,Anani,0
7430,Reaiah,1
7431,Jahath,4
7432,Ahumai,0
7433,Lahad,0
7434,Zorathites,0
7435,Ishma,0
7436,Idbash,0
7437,Hazelelponi,0
7438,Hushah,0
7439,Helah,2
7440,Naarah,1
7441,Ahuzam,0
7442,Temeni,0
7443,Haahashtari,0
7444,Zereth,0
7445,Jezoar,0
7446,Ethnan,0
7447,Coz,1
7448,Anub,0
7449,Zobebah,0
7450,Aharhel,1
7451,Harum,0
7452,granted,14
7453,Chelub,1
7454,Mehir,0
7455,Eshton,1
7456,Bethrapha,0
7457,Paseah,0
7458,Tehinnah,1
7459,Irnahash,0
7460,Rechah,0
7461,Hathath,0
7462,Meonothai,1
7463,Charashim,0
7464,Iru,0
7465,Naam,0
7466,Jehaleleel,0
7467,Ziphah,0
7468,Tiria,0
7469,Asareel,0
7470,Ezra,20
7471,Mered,1
7472,Jalon,0
7473,Ishbah,1
7474,Jehudijah,1
7475,Socho,0
7476,Jekuthiel,1
7477,Bithiah,1
7478,Hodiah,1
7479,Naham,0
7480,Garmite,0
7481,Shimon,1
7482,Rinnah,0
7483,Benhanan,0
7484,Tilon,0
7485,Zoheth,0
7486,Benzoheth,0
7487,Lecah,0
7488,Laadah,1
7489,Ashbea,0
7490,Jokim,0
7491,Chozeba,0
7492,Saraph,0
7493,Jashubilehem,0
7494,potters,0
7495,plants,6
7496,hedges,1
7497,Jarib,0
7498,Hamuel,1
7499,Zacchur,1
7500,Ezem,0
7501,Tolad,0
7502,Hazarsusim,0
7503,Bethbirei,0
7504,Tochen,0
7505,genealogy,11
7506,Meshobab,0
7507,Jamlech,0
7508,Joshah,0
7509,Josibiah,0
7510,Asiel,0
7511,Jaakobah,0
7512,Jeshohaiah,0
7513,Asaiah,4
7514,Adiel,0
7515,Jesimiel,0
7516,Ziza,1
7517,Shiphi,0
7518,Jedaiah,2
7519,Shimri,0
7520,Gog,3
7521,Reaia,1
7522,Beerah,1
7523,Tilgathpilneser,3
7524,Jeiel,3
7525,Zechariah,13
7526,Azaz,0
7527,Hagarites,1
7528,Shapham,1
7529,Jaanai,0
7530,Jorai,0
7531,Jachan,0
7532,Zia,0
7533,Huri,0
7534,Jaroah,0
7535,Jeshishai,0
7536,Jahdo,0
7537,Ahi,1
7538,Abdiel,0
7539,Sharon,3
7540,genealogies,4
7541,skillful,3
7542,Nephish,0
7543,Nodab,0
7544,steads,1
7545,Senir,0
7546,Eliel,3
7547,Azriel,0
7548,Hodaviah,0
7549,Jahdiel,0
7550,Hara,0
7551,Abishua,2
7552,Uzzi,3
7553,Zerahiah,2
7554,Meraioth,2
7555,Amariah,6
7556,Jehozadak,1
7557,Zimmah,1
7558,Jeaterai,1
7559,Ebiasaph,1
7560,Uriel,3
7561,Amasai,0
7562,Ahimoth,0
7563,Zophai,1
7564,Vashni,0
7565,Haggiah,1
7566,singer,1
7567,Toah,0
7568,Mahath,1
7569,Berachiah,0
7570,Baaseiah,0
7571,Malchiah,3
7572,Ethni,0
7573,Kishi,0
7574,Abdi,0
7575,Malluch,0
7576,Hashabiah,3
7577,Amzi,0
7578,Shamer,0
7579,Hilen,1
7580,Alemeth,1
7581,Jokmeam,1
7582,Bileam,1
7583,Anem,1
7584,Mashal,1
7585,Hukok,1
7586,Jahzah,1
7587,Shimrom,0
7588,Jeriel,0
7589,Jahmai,0
7590,Jibsam,0
7591,Izrahiah,0
7592,Ishiah,0
7593,soldiers,18
7594,Jediael,2
7595,Jerimoth,2
7596,Iri,0
7597,Zemira,0
7598,Alameth,0
7599,Zethan,0
7600,Ahishahar,0
7601,Shuppim,2
7602,Ir,0
7603,Aher,0
7604,Jahziel,0
7605,Ashriel,0
7606,Aramitess,1
7607,Peresh,0
7608,Sheresh,0
7609,Ulam,3
7610,Rakem,0
7611,Hammoleketh,1
7612,Ishod,0
7613,Mahalah,0
7614,Shemidah,1
7615,Ahian,0
7616,Likhi,0
7617,Aniam,0
7618,Eladah,1
7619,Elead,0
7620,Sherah,0
7621,Uzzensherah,0
7622,Rephah,1
7623,Resheph,0
7624,Telah,1
7625,Laadan,2
7626,Non,1
7627,Jehoshuah,1
7628,Naaran,0
7629,Imnah,1
7630,Isuah,0
7631,Ishuai,0
7632,Birzavith,0
7633,Japhlet,0
7634,Hotham,0
7635,Pasach,0
7636,Bimhal,0
7637,Ashvath,0
7638,Rohgah,0
7639,Jehubbah,0
7640,Helem,0
7641,Zophah,0
7642,Imna,0
7643,Shelesh,0
7644,Amal,0
7645,Suah,0
7646,Harnepher,0
7647,Beri,0
7648,Imrah,0
7649,Hod,0
7650,Shamma,0
7651,Shilshah,0
7652,Beera,0
7653,Pispah,0
7654,Ara,0
7655,Ulla,0
7656,Arah,0
7657,Haniel,0
7658,Rezia,0
7659,Aharah,1
7660,Nohah,1
7661,Rapha,2
7662,Addar,0
7663,Abihud,0
7664,Ahoah,0
7665,Shephuphan,0
7666,Huram,8
7667,Shaharaim,1
7668,Baara,1
7669,Hodesh,1
7670,Zibia,0
7671,Malcham,0
7672,Jeuz,0
7673,Shachia,0
7674,Mirma,0
7675,Abitub,0
7676,Elpaal,0
7677,Misham,0
7678,Shamed,0
7679,Ono,0
7680,Lod,0
7681,Shashak,0
7682,Jeremoth,0
7683,Zebadiah,4
7684,Ader,0
7685,Ispah,0
7686,Joha,1
7687,Hezeki,0
7688,Ishmerai,1
7689,Jezliah,0
7690,Jakim,0
7691,Elienai,0
7692,Zilthai,0
7693,Beraiah,0
7694,Shimrath,0
7695,Shimhi,0
7696,Ishpan,0
7697,Hanan,2
7698,Antothijah,0
7699,Iphedeiah,0
7700,Shamsherai,0
7701,Shehariah,0
7702,Jaresiah,0
7703,Eliah,0
7704,Zacher,0
7705,Mikloth,3
7706,Malchishua,0
7707,Eshbaal,0
7708,Meribbaal,2
7709,Pithon,0
7710,Melech,0
7711,Tarea,0
7712,Jehoadah,1
7713,Binea,0
7714,Azel,4
7715,Bocheru,0
7716,Sheariah,0
7717,Eshek,1
7718,Jehush,1
7719,Nethinims,2
7720,Uthai,1
7721,Imri,0
7722,Shilonites,0
7723,Jeuel,0
7724,Sallu,2
7725,Hasenuah,0
7726,Ibneiah,1
7727,Michri,0
7728,Shephathiah,0
7729,Ibnijah,0
7730,Jehoiarib,0
7731,Pashur,5
7732,Malchijah,1
7733,Maasiai,1
7734,Jahzerah,0
7735,Meshillemith,0
7736,Immer,2
7737,Hasshub,0
7738,Bakbakkar,0
7739,Heresh,0
7740,Galal,0
7741,Jeduthun,3
7742,Talmon,0
7743,Kore,1
7744,Korahites,0
7745,Meshelemiah,4
7746,ordain,5
7747,wards,2
7748,treasuries,5
7749,opening,5
7750,ministering,8
7751,oversee,2
7752,Mattithiah,0
7753,Korahite,0
7754,employed,2
7755,Jehiel,3
7756,Shimeam,0
7757,Tahrea,0
7758,Jarah,1
7759,castle,1
7760,Jashobeam,1
7761,Hachmonite,0
7762,mighties,0
7763,Pasdammim,0
7764,mightiest,0
7765,lifting,9
7766,snowy,1
7767,Shammoth,1
7768,Harorite,0
7769,Pelonite,0
7770,Antothite,0
7771,Sibbecai,2
7772,Ilai,1
7773,Heled,1
7774,Ithai,1
7775,Hurai,1
7776,Baharumite,0
7777,Hashem,1
7778,Gizonite,0
7779,Shage,1
7780,Sacar,2
7781,Eliphal,1
7782,Mecherathite,0
7783,Hezro,1
7784,Naarai,1
7785,Ezbai,0
7786,Mibhar,1
7787,Haggeri,0
7788,Naharai,1
7789,Berothite,0
7790,Adina,1
7791,Shiza,1
7792,Reubenite,0
7793,Joshaphat,1
7794,Mithnite,0
7795,Uzzia,1
7796,Ashterathite,0
7797,Shama,1
7798,Hothan,1
7799,Aroerite,0
7800,Tizite,0
7801,Mahavite,0
7802,Jeribai,0
7803,Joshaviah,0
7804,Elnaam,0
7805,Ithmah,1
7806,Jasiel,1
7807,Mesobaite,0
7808,helpers,5
7809,hurling,1
7810,shooting,2
7811,Shemaah,1
7812,Gibeathite,0
7813,Jeziel,0
7814,Berachah,0
7815,Ismaiah,1
7816,Gibeonite,0
7817,Jahaziel,4
7818,Josabad,1
7819,Gederathite,0
7820,Eluzai,0
7821,Bealiah,0
7822,Shemariah,0
7823,Haruphite,0
7824,Jesiah,1
7825,Azareel,1
7826,Joezer,0
7827,Joelah,0
7828,roes,3
7829,Mishmannah,1
7830,Elzabad,1
7831,Machbanai,1
7832,greatest,13
7833,overflown,3
7834,betray,18
7835,helpeth,4
7836,advisement,1
7837,Adnah,1
7838,Jozabad,1
7839,rovers,0
7840,numbers,3
7841,leader,2
7842,Aaronites,0
7843,expert,6
7844,Shihor,1
7845,Chidon,0
7846,Perezuzza,1
7847,Elpalet,0
7848,Beeliada,0
7849,sounding,6
7850,Kushaiah,0
7851,degree,2
7852,Ben,0
7853,Jaaziel,0
7854,Shemiramoth,0
7855,Unni,0
7856,Maaseiah,10
7857,Elipheleh,0
7858,Mikneiah,0
7859,Aziel,0
7860,Alamoth,0
7861,Azaziah,0
7862,Sheminith,1
7863,Chenaniah,2
7864,doorkeepers,2
7865,Shebaniah,0
7866,Jehiah,1
7867,cornet,2
7868,thank,26
7869,psalm,1
7870,psalms,4
7871,wondrous,14
7872,marvelous,2
7873,mindful,10
7874,Saying,8
7875,Touch,3
7876,Declare,10
7877,stable,1
7878,roar,14
7879,endureth,58
7880,musical,3
7881,Wheresoever,4
7882,settle,6
7883,estate,8
7884,becamest,2
7885,Syriadamascus,0
7886,Tibhath,0
7887,Chun,0
7888,Tou,1
7889,congratulate,1
7890,Shavsha,1
7891,odious,2
7892,Syriamaachah,0
7893,Shophach,2
7894,weigh,5
7895,Sippai,0
7896,Lahmi,1
7897,Satan,33
7898,foes,5
7899,overtaketh,1
7900,Ornan,8
7901,Grant,5
7902,joinings,0
7903,magnificent,0
7904,preparation,4
7905,Zetham,0
7906,Haziel,0
7907,Zina,0
7908,Zizah,1
7909,Shebuel,2
7910,Rehabiah,2
7911,Jeriah,2
7912,Jekameam,2
7913,moons,2
7914,Harim,0
7915,Seorim,0
7916,Mijamin,0
7917,Hakkoz,0
7918,Jeshuah,0
7919,Shecaniah,0
7920,Huppah,0
7921,Jeshebeab,0
7922,Bilgah,0
7923,sixteenth,3
7924,Hezir,0
7925,Aphses,0
7926,Pethahiah,1
7927,Jehezekel,0
7928,Gamul,0
7929,Delaiah,3
7930,Maaziah,0
7931,orderings,1
7932,Shubael,0
7933,Jehdeiah,1
7934,Isshiah,0
7935,Izharites,0
7936,Shelomoth,0
7937,Michah,1
7938,Jaaziah,0
7939,Beno,0
7940,Shoham,0
7941,Ibri,0
7942,Asarelah,0
7943,Zeri,0
7944,Jeshaiah,3
7945,Bukkiah,0
7946,Eliathah,0
7947,Giddalti,0
7948,Romamtiezer,0
7949,Joshbekashah,0
7950,Mallothi,0
7951,Hothir,0
7952,Mahazioth,0
7953,teacher,6
7954,scholar,0
7955,Izri,0
7956,Jesharelah,0
7957,Jathniel,1
7958,Jehohanan,2
7959,Peulthai,1
7960,Othni,0
7961,Rephael,0
7962,Semachiah,0
7963,Simri,1
7964,Tebaliah,1
7965,Shelemiah,3
7966,Asuppim,1
7967,Shallecheth,0
7968,causeway,1
7969,Eastward,1
7970,Parbar,1
7971,Gershonite,1
7972,Jehieli,0
7973,won,3
7974,Jerijah,1
7975,affairs,5
7976,course,23
7977,Zabdiel,0
7978,Perez,2
7979,Dodai,1
7980,Ammizabad,1
7981,Shamhuth,1
7982,Izrahite,0
7983,Anetothite,0
7984,Heldai,1
7985,Ishmaiah,1
7986,Jaasiel,1
7987,Jehonathan,1
7988,tillage,2
7989,Ezri,1
7990,Ramathite,0
7991,cellars,2
7992,Shiphmite,0
7993,Gederite,0
7994,Shitrai,1
7995,Sharonite,0
7996,Adlai,0
7997,Obil,1
7998,Ishmaelite,0
7999,Meronothite,0
8000,Jaziz,1
8001,Hagerite,0
8002,Hachmoni,1
8003,general,2
8004,stewards,3
8005,footstool,3
8006,liked,1
8007,constant,1
8008,searcheth,8
8009,understandeth,8
8010,imaginations,3
8011,parlors,1
8012,cups,0
8013,refined,3
8014,glistering,1
8015,marble,1
8016,affection,3
8017,proper,4
8018,artificers,1
8019,drams,4
8020,majesty,12
8021,reignest,1
8022,triest,3
8023,submitted,3
8024,Wisdom,11
8025,crimson,0
8026,algum,3
8027,prudence,1
8028,device,5
8029,Joppa,4
8030,bearers,3
8031,overseers,4
8032,cieled,4
8033,garnished,3
8034,Parvaim,0
8035,amounting,1
8036,reaching,3
8037,joining,1
8038,thickness,4
8039,pommels,2
8040,wreath,0
8041,Zeredathah,0
8042,praising,9
8043,thanking,1
8044,scaffold,1
8045,kneeled,8
8046,showest,1
8047,supplications,9
8048,requiting,1
8049,recompensing,1
8050,caterpillars,0
8051,amiss,1
8052,attent,2
8053,prosperously,2
8054,effected,0
8055,covenanted,4
8056,roots,13
8057,Hamathzobah,0
8058,charges,3
8059,perfected,5
8060,exceedest,1
8061,terraces,1
8062,chapmen,1
8063,prophecy,10
8064,servitude,1
8065,Ease,1
8066,Shoco,0
8067,Adoraim,0
8068,fortified,4
8069,resorted,5
8070,Shamariah,0
8071,Zaham,0
8072,dispersed,7
8073,Lubims,1
8074,Sukkiims,0
8075,Ethiopians,9
8076,Instead,3
8077,Ought,2
8078,tenderhearted,0
8079,ambushment,1
8080,relied,2
8081,Jeshanah,1
8082,story,2
8083,towers,8
8084,Zephathah,1
8085,Oded,1
8086,teaching,17
8087,vexations,1
8088,renewed,6
8089,Abelmaim,0
8090,huge,1
8091,rely,1
8092,Herein,4
8093,odorous,1
8094,apothecaries,0
8095,forces,10
8096,stablished,3
8097,Benhail,0
8098,Tobijah,0
8099,Tobadonijah,0
8100,Arabians,3
8101,Amasiah,1
8102,persuaded,16
8103,Imla,0
8104,assent,0
8105,Shouldest,2
8106,taking,20
8107,controversies,0
8108,warn,11
8109,courageously,0
8110,Hazazontamar,0
8111,rulest,2
8112,invade,1
8113,cliff,1
8114,Ziz,0
8115,Jeruel,0
8116,Believe,4
8117,ambushments,1
8118,realm,4
8119,Dodavah,1
8120,revolt,2
8121,fornication,8
8122,incurable,3
8123,counselors,1
8124,Jehoshabeath,0
8125,Elishaphat,1
8126,dismissed,2
8127,bucklers,1
8128,hasten,7
8129,collection,2
8130,mend,1
8131,Shimrith,1
8132,repairing,1
8133,Jecoliah,1
8134,Jabneh,0
8135,Gurbaal,0
8136,Mehunims,0
8137,dressers,1
8138,husbandry,0
8139,helmets,0
8140,habergeons,0
8141,slings,1
8142,engines,1
8143,invented,1
8144,marvelously,1
8145,withstood,6
8146,burial,2
8147,Jerushah,0
8148,corruptly,1
8149,Ophel,1
8150,forests,1
8151,Meshillemoth,0
8152,Jehizkiah,1
8153,Hadlai,0
8154,shod,4
8155,Shocho,1
8156,Gimzo,1
8157,ruin,5
8158,filthiness,11
8159,hissing,0
8160,negligent,1
8161,Jehalelel,0
8162,sufficiently,0
8163,decree,33
8164,passovers,1
8165,otherwise,9
8166,prepareth,3
8167,questioned,3
8168,Cononiah,2
8169,Ismachiah,0
8170,Miniamin,0
8171,Jeshua,12
8172,establishment,1
8173,win,2
8174,purposed,17
8175,Whereon,1
8176,rail,1
8177,affright,1
8178,leaders,3
8179,benefit,3
8180,Storehouses,1
8181,cotes,1
8182,watercourse,2
8183,err,12
8184,declined,3
8185,purge,12
8186,Joahaz,1
8187,amend,4
8188,couplings,0
8189,Tikvath,0
8190,Hasrah,0
8191,humbledst,1
8192,Conaniah,1
8193,flayed,1
8194,roasted,3
8195,caldrons,1
8196,busied,1
8197,Necho,3
8198,Charchemish,1
8199,meddling,1
8200,lamentations,1
8201,condemned,14
8202,stiffened,1
8203,misused,1
8204,remedy,0
8205,palaces,17
8206,Persia,8
8207,enjoyed,1
8208,Cyrus,15
8209,accomplished,13
8210,Mithredath,1
8211,treasurer,0
8212,Sheshbazzar,1
8213,province,19
8214,Nehemiah,3
8215,Reelaiah,0
8216,Mordecai,36
8217,Bilshan,0
8218,Mizpar,0
8219,Bigvai,0
8220,Rehum,4
8221,Parosh,0
8222,Pahathmoab,0
8223,Zattu,0
8224,Zaccai,0
8225,Bebai,0
8226,Azgad,0
8227,Adonikam,0
8228,Adin,0
8229,Ater,2
8230,Bezai,0
8231,Jorah,0
8232,Hashum,0
8233,Gibbar,0
8234,Netophah,0
8235,Kirjatharim,0
8236,Michmas,0
8237,Magbish,0
8238,Hadid,0
8239,Senaah,0
8240,Kadmiel,1
8241,Hatita,0
8242,Shobai,0
8243,Ziha,1
8244,Hasupha,0
8245,Tabbaoth,0
8246,Keros,0
8247,Siaha,0
8248,Padon,0
8249,Lebanah,0
8250,Hagabah,0
8251,Hagab,0
8252,Shalmai,0
8253,Giddel,0
8254,Gahar,0
8255,Nekoda,0
8256,Gazzam,0
8257,Besai,0
8258,Asnah,0
8259,Mehunim,0
8260,Nephusim,0
8261,Bakbuk,0
8262,Hakupha,0
8263,Harhur,0
8264,Bazluth,0
8265,Mehida,0
8266,Harsha,0
8267,Barkos,0
8268,Thamah,0
8269,Neziah,0
8270,Hatipha,0
8271,Sotai,0
8272,Sophereth,0
8273,Peruda,0
8274,Jaalah,0
8275,Darkon,0
8276,Hattil,0
8277,Pochereth,2
8278,Zebaim,0
8279,Ami,0
8280,Telmelah,0
8281,Telharsa,0
8282,Cherub,0
8283,Addan,0
8284,shew,143
8285,Tobiah,8
8286,Habaiah,0
8287,Koz,1
8288,register,3
8289,Tirshatha,3
8290,maids,5
8291,Jozadak,0
8292,Shealtiel,0
8293,Henadad,1
8294,Assur,1
8295,weakened,3
8296,counsellors,11
8297,frustrate,2
8298,Darius,17
8299,Ahasuerus,13
8300,accusation,7
8301,Artaxerxes,12
8302,Bishlam,0
8303,Tabeel,0
8304,chancellor,1
8305,Shimshai,4
8306,Dinaites,0
8307,Apharsathchites,0
8308,Tarpelites,0
8309,Apharsites,0
8310,Archevites,0
8311,Babylonians,2
8312,Susanchites,0
8313,Dehavites,0
8314,Elamites,0
8315,noble,6
8316,Asnapper,1
8317,toll,0
8318,endamage,1
8319,revenue,2
8320,maintenance,2
8321,dishonour,5
8322,certified,2
8323,records,2
8324,hurtful,3
8325,sedition,5
8326,insurrection,4
8327,paid,4
8328,damage,2
8329,Haggai,8
8330,helping,3
8331,Tatnai,0
8332,Shetharboznai,2
8333,Apharsachites,0
8334,Judea,0
8335,prospereth,2
8336,Chaldean,0
8337,rolls,0
8338,Achmetha,0
8339,strongly,1
8340,expenses,2
8341,forthwith,8
8342,hindered,2
8343,savours,1
8344,needful,5
8345,treasurers,2
8346,prescribing,1
8347,lawful,36
8348,impose,1
8349,magistrates,4
8350,banishment,0
8351,confiscation,1
8352,imprisonment,0
8353,beautify,3
8354,extended,2
8355,Pharosh,0
8356,Elihoenai,1
8357,Josiphiah,0
8358,Hakkatan,0
8359,Zabbud,0
8360,runneth,9
8361,Ahava,1
8362,Ariel,0
8363,Joiarib,0
8364,Casiphia,0
8365,Sherebiah,0
8366,basons,1
8367,copper,0
8368,Watch,8
8369,Meremoth,3
8370,Noadiah,1
8371,Binnui,2
8372,commissions,1
8373,lieutenants,0
8374,furthered,1
8375,astonied,6
8376,heaviness,4
8377,blush,1
8378,shewed,74
8379,reviving,1
8380,desolations,5
8381,deserve,0
8382,escaping,0
8383,trespasses,3
8384,confessed,2
8385,forfeited,0
8386,Jahaziah,1
8387,Shabbethai,2
8388,examine,3
8389,Elasah,1
8390,Kelaiah,0
8391,Kelita,0
8392,Ramiah,0
8393,Jeziah,0
8394,Miamin,0
8395,Aziza,0
8396,Zabbai,1
8397,Athlai,0
8398,Sheal,0
8399,Adna,0
8400,Chelal,0
8401,Ishijah,0
8402,Shimeon,0
8403,Mattenai,0
8404,Mattathah,0
8405,Jeremai,0
8406,Maadai,0
8407,Uel,0
8408,Bedeiah,0
8409,Chelluh,0
8410,Vaniah,0
8411,Jaasau,0
8412,Machnadebai,0
8413,Shashai,0
8414,Sharai,0
8415,Zebina,0
8416,Jadau,0
8417,Hachaliah,0
8418,Chisleu,0
8419,Shushan,17
8420,attentive,4
8421,commandedst,4
8422,cupbearer,0
8423,Nisan,0
8424,favour,39
8425,Sanballat,8
8426,Horonite,0
8427,dragon,12
8428,port,0
8429,Geshem,3
8430,Arabian,2
8431,Meah,1
8432,Hananeel,2
8433,Hassenaah,1
8434,Meshezabeel,0
8435,Tekoites,2
8436,Besodeiah,0
8437,Melatiah,1
8438,Jadon,1
8439,Next,2
8440,Harhaiah,0
8441,goldsmiths,1
8442,Harumaph,0
8443,Hashabniah,0
8444,Hashub,2
8445,furnaces,1
8446,Halohesh,0
8447,Bethhaccerem,0
8448,Shallun,1
8449,Colhozeh,0
8450,Siloah,1
8451,Azbuk,0
8452,Bavai,1
8453,armoury,1
8454,Baruch,17
8455,Ananiah,1
8456,Palal,1
8457,Uzai,0
8458,Zalaph,0
8459,Miphkad,0
8460,revive,7
8461,rubbish,1
8462,fox,1
8463,blotted,6
8464,Ashdodites,0
8465,decayed,1
8466,resort,2
8467,laboured,13
8468,labour,51
8469,mortgaged,1
8470,performeth,4
8471,Think,4
8472,Wherein,15
8473,reported,10
8474,Gashmu,1
8475,preach,40
8476,Afterward,9
8477,Mehetabeel,0
8478,pronounced,13
8479,Elul,0
8480,watches,2
8481,Raamiah,0
8482,Nahamani,0
8483,Mispereth,0
8484,Nehum,0
8485,Hariph,0
8486,Bethazmaveth,0
8487,Hodevah,0
8488,Hashupha,0
8489,Sia,0
8490,Lebana,0
8491,Hagaba,0
8492,Phaseah,0
8493,Meunim,0
8494,Nephishesim,0
8495,Bazlith,0
8496,Tamah,0
8497,Perida,0
8498,Jaala,0
8499,Telharesha,0
8500,Addon,0
8501,pulpit,1
8502,Anaiah,0
8503,Hashbadana,0
8504,Hodijah,0
8505,distinctly,0
8506,sense,0
8507,reading,4
8508,myrtle,5
8509,fasting,4
8510,sackclothes,0
8511,Bunni,0
8512,Chenani,0
8513,preservest,2
8514,worshippeth,4
8515,foundest,1
8516,madest,10
8517,shewedst,2
8518,persecutors,5
8519,threwest,1
8520,deeps,1
8521,precepts,6
8522,forsookest,2
8523,manifold,8
8524,withheldest,1
8525,swelled,1
8526,multipliedst,1
8527,subduedst,1
8528,deliveredst,3
8529,saviours,1
8530,leftest,1
8531,testifiedst,2
8532,withdrew,6
8533,yieldeth,4
8534,Zidkijah,0
8535,Ginnethon,0
8536,Bilgai,0
8537,Azaniah,0
8538,Beninu,0
8539,Zatthu,0
8540,Hizkijah,0
8541,Azzur,0
8542,Nebai,0
8543,Magpiash,0
8544,Jaddua,0
8545,Hallohesh,0
8546,Pileha,0
8547,Shobek,0
8548,Hashabnah,0
8549,Anan,0
8550,ware,5
8551,exaction,1
8552,Athaiah,1
8553,Hazaiah,0
8554,Shiloni,0
8555,Joed,0
